CampId,MsgId,Email,CustRef,EvtTyp,EvtTs,UserAgent,LinkUrl,BounceCd
CMP0001,MSG21000020,user12623@outlook.com,,delivered,11/17/2024 19:55,,,
CMP0001,MSG21000021,user12403@proton.me,,send,11/17/2024 18:45,,,
CMP0001,MSG21000021,user12403@proton.me,,delivered,11/17/2024 19:46,,,
CMP0001,MSG21000021,user12403@proton.me,,open,11/18/2024 3:08,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000021,user12403@proton.me,,open,11/18/2024 12:00,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000022,user13857@hotmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000022,user13857@hotmail.com,,delivered,11/17/2024 20:30,,,
CMP0001,MSG21000022,user13857@hotmail.com,,open,11/18/2024 5:04,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000022,user13857@hotmail.com,,open,11/18/2024 15:32,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000022,USER13857@HOTMAIL.COM,,open,11/18/2024 11:09,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000022,user13857@hotmail.com,,click,11/18/2024 14:21,,https://gamepulse.tix/mini-pack?cmp=CMP0001,
CMP0001,MSG21000022,user13857@hotmail.com,,click,11/18/2024 21:40,,https://gamepulse.tix/mini-pack?cmp=CMP0001,
CMP0001,MSG21000023,user11463@proton.me,,send,11/17/2024 18:45,,,
CMP0001,MSG21000023,user11463@proton.me,,delivered,11/17/2024 19:57,,,
CMP0001,MSG21000024,user13374@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000024,user13374@yahoo.com,,delivered,11/17/2024 20:08,,,
CMP0001,MSG21000025,user16695@hotmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000025,user16695@hotmail.com,,delivered,11/17/2024 19:18,,,
CMP0001,MSG21000026,LEAD283250@MAIL.COM,,send,11/17/2024 18:45,,,
CMP0001,MSG21000026,lead283250@mail.com,,delivered,11/17/2024 19:44,,,
CMP0001,MSG21000026,lead283250@mail.com,,open,11/18/2024 4:18,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000026,LEAD283250@MAIL.COM,,open,11/18/2024 14:21,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000027,user17436@hotmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000027,user17436@hotmail.com,,delivered,11/17/2024 19:47,,,
CMP0001,MSG21000027,user17436@hotmail.com,,open,11/17/2024 21:23,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000028,USER15635@OUTLOOK.COM,,send,11/17/2024 18:45,,,
CMP0001,MSG21000028,user15635@outlook.com,,delivered,11/17/2024 20:32,,,
CMP0001,MSG21000028,user15635@outlook.com,,open,11/18/2024 6:22,"Mozilla/5.0 (Linux; Android 12; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36",,
CMP0001,MSG21000028,user15635@outlook.com,,open,11/18/2024 8:05,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000028,user15635@outlook.com,,open,11/18/2024 14:33,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000029,user16271@gmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000029,user16271@gmail.com,,delivered,11/17/2024 19:54,,,
CMP0001,MSG21000030,user14040@gmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000030,user14040@gmail.com,,delivered,11/17/2024 19:44,,,
CMP0001,MSG21000030,USER14040@GMAIL.COM,,open,11/17/2024 19:53,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000030,user14040@gmail.com,,click,11/18/2024 11:15,,https://gamepulse.tix/renew?cmp=CMP0001,
CMP0001,MSG21000031,user13740@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000031,USER13740@OUTLOOK.COM,,bounce,11/17/2024 19:33,,,5.7.1 permission denied
CMP0001,MSG21000032,user15759@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000032,user15759@outlook.com,,delivered,11/17/2024 20:38,,,
CMP0001,MSG21000033,user11093@outlook.com ,,send,11/17/2024 18:45,,,
CMP0001,MSG21000033,user11093@outlook.com,,delivered,11/17/2024 20:02,,,
CMP0001,MSG21000033,user11093@outlook.com,,open,11/18/2024 2:10,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000033,user11093@outlook.com,,open,11/18/2024 3:47,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000034,user14917@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000034,USER14917@YAHOO.COM,,delivered,11/17/2024 20:04,,,
CMP0001,MSG21000034,USER14917@YAHOO.COM,,open,11/18/2024 1:16,"Mozilla/5.0 (Linux; Android 12; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36",,
CMP0001,MSG21000035,user13128@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000035,user13128@outlook.com,,delivered,11/17/2024 20:36,,,
CMP0001,MSG21000036,user15224@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000036,user15224@outlook.com,,delivered,11/17/2024 20:37,,,
CMP0001,MSG21000037,user12701@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000037,user12701@yahoo.com,,delivered,11/17/2024 20:28,,,
CMP0001,MSG21000038,user16985@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000038,user16985@outlook.com,,delivered,11/17/2024 18:55,,,
CMP0001,MSG21000039,user10938@gmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000039,user10938@gmail.com,,delivered,11/17/2024 20:35,,,
CMP0001,MSG21000039,user10938@gmail.com,,open,11/18/2024 1:42,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000039,user10938@gmail.com,,open,11/18/2024 10:52,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000039,user10938@gmail.com,,open,11/18/2024 7:18,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000040,user16869@proton.me,,send,11/17/2024 18:45,,,
CMP0001,MSG21000040,user16869@proton.me,,delivered,11/17/2024 19:37,,,
CMP0001,MSG21000041,user11348@gmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000041,user11348@gmail.com,,delivered,11/17/2024 20:08,,,
CMP0001,MSG21000041,user11348@gmail.com,,open,11/17/2024 22:23,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000041,user11348@gmail.com,,open,11/18/2024 9:25,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000041,user11348@gmail.com,,open,11/18/2024 0:34,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000042,user12140@hotmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000042,user12140@hotmail.com,,delivered,11/17/2024 19:46,,,
CMP0001,MSG21000043,user14434@proton.me,,send,11/17/2024 18:45,,,
CMP0001,MSG21000043,user14434@proton.me,,delivered,11/17/2024 18:50,,,
CMP0001,MSG21000043,user14434@proton.me,,open,11/18/2024 3:12,"Mozilla/5.0 (Linux; Android 12; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36",,
CMP0001,MSG21000043,user14434@proton.me,,open,11/18/2024 8:06,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000043,user14434@proton.me,,open,11/18/2024 6:50,"Mozilla/5.0 (Linux; Android 12; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36",,
CMP0001,MSG21000044,user11785@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000044,user11785@yahoo.com,,delivered,11/17/2024 18:51,,,
CMP0001,MSG21000045, USER15646@OUTLOOK.COM,,send,11/17/2024 18:45,,,
CMP0001,MSG21000045,user15646@outlook.com,,delivered,11/17/2024 20:04,,,
CMP0001,MSG21000046,user10165@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000046,user10165@yahoo.com,,delivered,11/17/2024 19:33,,,
CMP0001,MSG21000047,user16165@proton.me,,send,11/17/2024 18:45,,,
CMP0001,MSG21000047,USER16165@PROTON.ME,,delivered,11/17/2024 19:37,,,
CMP0001,MSG21000048,user14210@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000048,user14210@yahoo.com,,delivered,11/17/2024 20:24,,,
CMP0001,MSG21000049,user10370@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000049,USER10370@YAHOO.COM,,delivered,11/17/2024 19:13,,,
CMP0001,MSG21000049,user10370@yahoo.com,,click,11/18/2024 0:59,,https://gamepulse.tix/mini-pack?cmp=CMP0001,
CMP0001,MSG21000049,user10370@yahoo.com,,click,11/18/2024 8:43,,https://gamepulse.tix/mini-pack?cmp=CMP0001,
CMP0001,MSG21000049,user10370@yahoo.com,,click,11/18/2024 19:17,,https://gamepulse.tix/mini-pack?cmp=CMP0001,
CMP0001,MSG21000050,user12435@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000050,user12435@yahoo.com,,delivered,11/17/2024 19:31,,,
CMP0001,MSG21000051,user17474@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000051,user17474@yahoo.com,,delivered,11/17/2024 20:29,,,
CMP0001,MSG21000052,user16915@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000052,USER16915@YAHOO.COM,,delivered,11/17/2024 19:14,,,
CMP0001,MSG21000053,user11191@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000053,user11191@outlook.com,,delivered,11/17/2024 20:35,,,
CMP0001,MSG21000053,user11191@outlook.com,,open,11/18/2024 2:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Safari/605.1.15",,
CMP0001,MSG21000053,USER11191@OUTLOOK.COM,,open,11/18/2024 5:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Safari/605.1.15",,
CMP0001,MSG21000053,user11191@outlook.com,,open,11/18/2024 4:20,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000054,user16715@proton.me ,,send,11/17/2024 18:45,,,
CMP0001,MSG21000054,USER16715@PROTON.ME,,delivered,11/17/2024 19:52,,,
CMP0001,MSG21000054,user16715@proton.me,,open,11/18/2024 1:54,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000055,user14096@proton.me,,send,11/17/2024 18:45,,,
CMP0001,MSG21000055,user14096@proton.me,,delivered,11/17/2024 18:48,,,
CMP0001,MSG21000056,user14438@hotmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000056,user14438@hotmail.com,,delivered,11/17/2024 19:11,,,
CMP0001,MSG21000057,user13637@yahoo.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000057,user13637@yahoo.com,,delivered,11/17/2024 20:04,,,
CMP0001,MSG21000057,user13637@yahoo.com,,open,11/17/2024 22:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Safari/605.1.15",,
CMP0001,MSG21000058,user11880@gmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000058,user11880@gmail.com,,delivered,11/17/2024 18:49,,,
CMP0001,MSG21000059,lead938374@inbox.net,,send,11/17/2024 18:45,,,
CMP0001,MSG21000059,lead938374@inbox.net,,delivered,11/17/2024 20:13,,,
CMP0001,MSG21000059,lead938374@inbox.net,,open,11/18/2024 0:31,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000060,user11413@proton.me,,send,11/17/2024 18:45,,,
CMP0001,MSG21000060,user11413@proton.me,,delivered,11/17/2024 20:23,,,
CMP0001,MSG21000060,user11413@proton.me,,open,11/18/2024 1:21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0 Safari/537.36",,
CMP0001,MSG21000060,user11413@proton.me,,open,11/18/2024 6:55,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0 Safari/537.36",,
CMP0001,MSG21000061,user11067@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000061,user11067@outlook.com,,delivered,11/17/2024 18:52,,,
CMP0001,MSG21000062, user13537@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000062,user13537@outlook.com,,delivered,11/17/2024 19:48,,,
CMP0001,MSG21000063,user10911@hotmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000063,user10911@hotmail.com,,delivered,11/17/2024 19:54,,,
CMP0001,MSG21000063,USER10911@HOTMAIL.COM,,open,11/18/2024 2:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Safari/605.1.15",,
CMP0001,MSG21000063,user10911@hotmail.com,,open,11/18/2024 11:53,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000063,user10911@hotmail.com,,unsubscribe,11/19/2024 14:04,,,
CMP0001,MSG21000064,USER16952@YAHOO.COM,,send,11/17/2024 18:45,,,
CMP0001,MSG21000064,user16952@yahoo.com,,delivered,11/17/2024 20:43,,,
CMP0001,MSG21000064,USER16952@YAHOO.COM,,open,11/18/2024 6:32,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000065,user10678@hotmail.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000065,user10678@hotmail.com,,delivered,11/17/2024 20:14,,,
CMP0001,MSG21000065,user10678@hotmail.com,,open,11/17/2024 23:42,"Mozilla/5.0 (Linux; Android 12; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36",,
CMP0001,MSG21000065,user10678@hotmail.com,,open,11/18/2024 9:06,"Mozilla/5.0 (Linux; Android 12; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36",,
CMP0001,MSG21000065,user10678@hotmail.com,,open,11/18/2024 2:48,"Mozilla/5.0 (Linux; Android 12; SM-G991U) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36",,
CMP0001,MSG21000065,user10678@hotmail.com,,open,11/18/2024 6:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Safari/605.1.15",,
CMP0001,MSG21000066,user14461@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000066,user14461@outlook.com,,delivered,11/17/2024 19:45,,,
CMP0001,MSG21000066,user14461@outlook.com,,open,11/18/2024 0:38,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",,
CMP0001,MSG21000067,user16880@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000067,user16880@outlook.com,,delivered,11/17/2024 20:28,,,
CMP0001,MSG21000067,user16880@outlook.com,,open,11/17/2024 23:50,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000067,user16880@outlook.com,,open,11/18/2024 1:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0 Safari/537.36",,
CMP0001,MSG21000067,USER16880@OUTLOOK.COM ,,open,11/18/2024 6:02,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000068,user16559@proton.me,,send,11/17/2024 18:45,,,
CMP0001,MSG21000068,user16559@proton.me,,delivered,11/17/2024 19:41,,,
CMP0001,MSG21000068,user16559@proton.me,,open,11/18/2024 3:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Safari/605.1.15",,
CMP0001,MSG21000068,user16559@proton.me,,open,11/18/2024 11:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Safari/605.1.15",,
CMP0001,MSG21000069,user11957@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000069,user11957@outlook.com,,delivered,11/17/2024 20:02,,,
CMP0001,MSG21000070,USER16362@HOTMAIL.COM,,send,11/17/2024 18:45,,,
CMP0001,MSG21000070,USER16362@HOTMAIL.COM,,delivered,11/17/2024 18:59,,,
CMP0001,MSG21000071,user11313@outlook.com,,send,11/17/2024 18:45,,,
CMP0001,MSG21000071,user11313@outlook.com,,delivered,11/17/2024 19:54,,,
CMP0001,MSG21000071,user11313@outlook.com,,open,11/18/2024 5:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0 Safari/537.36",,
CMP0001,MSG21000071,user11313@outlook.com,,open,11/18/2024 9:15,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,
CMP0001,MSG21000071,user11313@outlook.com,,open,11/18/2024 17:03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0 Safari/537.36",,
CMP0001,MSG21000072,USER11279@PROTON.ME,,send,11/17/2024 18:45,,,
CMP0001,MSG21000072,USER11279@PROTON.ME,,delivered,11/17/2024 20:26,,,
